,cik,company_name,form_type,filing_date,accession,ticker
35256,79282,"BROWN & BROWN, INC.",10-K,2018-02-28,0000079282-18-000006,bro
35257,792966,FARMERS & MERCHANTS BANCORP INC,10-K,2018-02-28,0001193125-18-062514,fmao
35258,792977,AMAG PHARMACEUTICALS INC.,10-K,2018-03-01,0000792977-18-000012,
35259,792987,ASTEC INDUSTRIES INC,10-K,2018-03-01,0000792987-18-000008,aste
35260,793074,WERNER ENTERPRISES INC,10-K,2018-02-27,0000793074-18-000012,wern
35261,793524,RESEARCH FRONTIERS INC,10-K,2018-03-13,0001493152-18-003279,refr
35262,793547,NAVIGATORS GROUP INC,10-K,2018-02-22,0001564590-18-002748,navg
35263,793733,SKYWEST INC,10-K,2018-02-26,0001558370-18-001097,skyw
35264,793952,HARLEY DAVIDSON INC,10-K,2018-02-21,0000793952-18-000012,hog
35267,794323,"Level 3 Parent, LLC",10-K,2018-03-01,0000794323-18-000004,
35269,795266,KB HOME,10-K,2018-01-26,0000795266-18-000005,kbh
35270,795403,WATTS WATER TECHNOLOGIES INC,10-K,2018-02-23,0001558370-18-001010,wts
35271,796343,ADOBE SYSTEMS INC,10-K,2018-01-22,0000796343-18-000015,adbe
35274,796534,NATIONAL BANKSHARES INC,10-K,2018-03-14,0001437749-18-004594,nksh
35276,79732,POTOMAC ELECTRIC POWER CO,10-K,2018-02-09,0001628280-18-001324,
35277,797465,"HG Holdings, Inc.",10-K,2018-03-23,0001437749-18-005339,stly
35278,797468,OCCIDENTAL PETROLEUM CORP /DE/,10-K,2018-02-23,0000797468-18-000005,oxy-wt
35280,798287,PAM TRANSPORTATION SERVICES INC,10-K,2018-03-09,0001437749-18-004278,ptsi
35281,798354,FISERV INC,10-K,2018-02-22,0000798354-18-000005,fisv
35283,798528,ODYSSEY MARINE EXPLORATION INC,10-K,2018-03-26,0001193125-18-095089,omex
35284,798783,UNIVERSAL HEALTH REALTY INCOME TRUST,10-K,2018-02-28,0001564590-18-003812,uht
35285,79879,PPG INDUSTRIES INC,10-K,2018-02-15,0000079879-18-000010,ppg
35286,798941,FIRST CITIZENS BANCSHARES INC /DE/,10-K,2018-02-21,0000798941-18-000006,fcncp
35287,798949,UNIT CORP,10-K,2018-02-27,0000798949-18-000008,untc
35288,799165,DAWSON GEOPHYSICAL CO,10-K,2018-03-09,0001558370-18-001795,dwsn
35289,799167,MARTEN TRANSPORT LTD,10-K,2018-03-09,0001437749-18-004257,mrtn
35290,799231,ALMOST FAMILY INC,10-K,2018-02-27,0001558370-18-001156,
35291,799233,HEARTLAND EXPRESS INC,10-K,2018-03-01,0000799233-18-000007,htld
35292,799288,"LANDS' END, INC.",10-K,2018-03-29,0000799288-18-000022,le
35293,799292,M I HOMES INC,10-K,2018-02-16,0000799292-18-000009,mho
35294,799698,CYTRX CORP,10-K,2018-03-16,0000799698-18-000002,cytr
35296,800240,OFFICE DEPOT INC,10-K,2018-02-28,0001193125-18-062066,odp
35297,80035,PREFORMED LINE PRODUCTS CO,10-K,2018-03-09,0001564590-18-005116,plpc
35298,800457,DONEGAL GROUP INC,10-K,2018-03-09,0001193125-18-077161,dgicb
35299,801337,WEBSTER FINANCIAL CORP,10-K,2018-03-01,0000801337-18-000058,wbs-pf
35300,80172,NATIONAL PRESTO INDUSTRIES INC,10-K,2018-03-16,0000080172-18-000011,npk
35301,802481,PILGRIMS PRIDE CORP,10-K,2018-02-16,0000802481-18-000011,ppc
35303,802681,BRYN MAWR BANK CORP,10-K,2018-03-01,0001437749-18-003673,bmtc
35304,803164,CHOICEONE FINANCIAL SERVICES INC,10-K,2018-03-29,0001387131-18-001278,cofs
35305,803649,Equity Commonwealth,10-K,2018-02-15,0000803649-18-000007,eqc-pd
35308,804269,"General Motors Financial Company, Inc.",10-K,2018-02-06,0000804269-18-000010,
35310,804753,CERNER CORP /MO/,10-K,2018-02-12,0000804753-18-000006,cern
35311,805022,"BUCKEYE PARTNERS, L.P.",10-K,2018-02-23,0000805022-18-000009,
35312,805676,PARK NATIONAL CORP /OH/,10-K,2018-02-27,0000805676-18-000048,prk
35313,805928,"AxoGen, Inc.",10-K,2018-02-28,0001558370-18-001268,axgn
35314,805993,UNIPROP MANUFACTURED HOUSING COMMUNITIES INCOME FUND II /MI/,10-K,2018-03-02,0001144204-18-012377,
35316,806279,CODORUS VALLEY BANCORP INC,10-K,2018-03-13,0000897101-18-000245,cvly
35317,8063,ASTRONICS CORP,10-K,2018-03-01,0000008063-18-000006,atrob
35318,806517,PSYCHEMEDICS CORP,10-K,2018-03-16,0001171843-18-002060,pmd
35320,80661,PROGRESSIVE CORP/OH/,10-K,2018-02-27,0000080661-18-000011,pgr
35325,808362,BAKER HUGHES a GE Co LLC,10-K,2018-02-23,0000808362-18-000006,
35327,808461,"GCI LIBERTY, INC.",10-K,2018-02-28,0000808461-18-000067,glibp
35328,809248,"CARROLS RESTAURANT GROUP, INC.",10-K,2018-03-12,0000809248-18-000029,tast
35331,81018,PUBLIC SERVICE CO OF COLORADO,10-K,2018-02-23,0000081018-18-000003,
35332,81020,"Duke Energy Indiana, LLC",10-K,2018-02-21,0001326160-18-000034,
35333,81023,PUBLIC SERVICE CO OF NEW MEXICO,10-K,2018-03-01,0001108426-18-000011,pnmxo
35334,81027,PUBLIC SERVICE CO OF OKLAHOMA,10-K,2018-02-23,0000004904-18-000009,
35335,81033,PUBLIC SERVICE ELECTRIC & GAS CO,10-K,2018-02-26,0000788784-18-000004,
35336,810509,"NAVIDEA BIOPHARMACEUTICALS, INC.",10-K,2018-03-15,0001437749-18-004756,navb
35337,81061,PUBLIX SUPER MARKETS INC,10-K,2018-03-01,0000081061-18-000006,
35338,810958,CITIZENS & NORTHERN CORP,10-K,2018-02-15,0001144204-18-009237,cznc
35339,81100,PUGET SOUND ENERGY INC,10-K,2018-03-02,0001085392-18-000012,
35340,811156,CMS ENERGY CORP,10-K,2018-02-14,0001104659-18-009493,cmsev
35341,811240,"BIOLASE, INC",10-K,2018-03-14,0001564590-18-005648,biol
35342,811532,CEDAR FAIR L P,10-K,2018-02-23,0000811532-18-000040,fun
35343,81157,PGI INC,10-K,2018-03-23,0001654954-18-003025,pgai
35344,811589,FIRST BANCORP /NC/,10-K,2018-03-01,0001174947-18-000278,fbnc
35345,811596,KAISER ALUMINUM CORP,10-K,2018-02-23,0000811596-18-000011,kalu
35346,811641,IMMUCELL CORP /DE/,10-K,2018-03-29,0001213900-18-003621,iccc
35347,811808,SUMMIT FINANCIAL GROUP INC,10-K,2018-03-02,0000811808-18-000008,smmf
35348,811830,"Santander Holdings USA, Inc.",10-K,2018-03-19,0000811830-18-000006,
35351,812074,OWENS ILLINOIS INC /DE/,10-K,2018-02-14,0001558370-18-000669,oi
35353,812149,Regional Brands Inc.,10-K,2018-03-30,0001144204-18-018083,rgbd
35354,812152,RIDGEFIELD ACQUISITION CORP,10-K,2018-03-30,0001144204-18-018244,rdga
35355,812233,OWENS-ILLINOIS GROUP INC,10-K,2018-02-14,0001558370-18-000670,
35357,812348,CENTURY BANCORP INC,10-K,2018-03-15,0001193125-18-084040,cnbkb
35358,812701,CALGON CARBON Corp,10-K,2018-03-01,0001558370-18-001359,
35359,812796,"SOLIGENIX, INC.",10-K,2018-03-15,0001213900-18-003007,sngxw
35360,813298,"DESTINATION XL GROUP, INC.",10-K,2018-03-23,0001564590-18-006679,dxlg
35361,81362,QUAKER CHEMICAL CORP,10-K,2018-02-28,0000081362-18-000003,kwr
35362,813672,CADENCE DESIGN SYSTEMS INC,10-K,2018-02-20,0000813672-18-000008,cdns
35363,813762,ICAHN ENTERPRISES L.P.,10-K,2018-03-01,0000813762-18-000029,iep
35364,813828,CBS CORP,10-K,2018-02-20,0000813828-18-000018,viacp
35365,813920,CEC ENTERTAINMENT INC,10-K,2018-03-28,0000813920-18-000008,
35366,814046,ALP LIQUIDATING TRUST,10-K,2018-03-20,0000892626-18-000046,
35367,814184,TCF FINANCIAL CORP,10-K,2018-02-23,0000814184-18-000010,
35368,814453,NEWELL BRANDS INC,10-K,2018-03-01,0001193125-18-067603,nwl
35370,814549,EBIX INC,10-K,2018-03-01,0000814549-18-000008,ebix
35371,814585,MBIA INC,10-K,2018-03-01,0001193125-18-067440,mbi
35372,814586,LIFEWAY FOODS INC,10-K,2018-03-30,0001683168-18-000821,lway
35373,814676,CPS TECHNOLOGIES CORP/DE/,10-K,2018-03-12,0000814676-18-000010,cpsh
35374,814926,"CAPSTONE COMPANIES, INC.",10-K,2018-03-28,0000939802-18-000024,capc
35376,815097,CARNIVAL CORP,10-K,2018-01-29,0000815097-18-000005,ccl
35378,815556,FASTENAL CO,10-K,2018-02-05,0000815556-18-000010,fast
35379,815917,JONES FINANCIAL COMPANIES LLLP,10-K,2018-03-15,0001564590-18-005773,
35380,816284,CELGENE CORP /DE/,10-K,2018-02-07,0000816284-18-000005,
35381,816761,TERADATA CORP /DE/,10-K,2018-02-23,0000816761-18-000007,tdc
35382,816956,CONMED CORP,10-K,2018-02-26,0000816956-18-000003,cnmd
35384,8177,ATLANTIC AMERICAN CORP,10-K,2018-03-26,0001140361-18-015001,aame
35385,818033,"HERON THERAPEUTICS, INC. /DE/",10-K,2018-02-27,0001193125-18-060951,hrtx
35386,818479,DENTSPLY SIRONA Inc.,10-K,2018-03-15,0000818479-18-000014,xray
35387,818677,SECURITY FEDERAL CORP,10-K,2018-03-20,0000939057-18-000111,sfdl
35388,818686,TEVA PHARMACEUTICAL INDUSTRIES LTD,10-K,2018-02-12,0001193125-18-039076,tevjf
35389,819050,VICAL INC,10-K,2018-03-15,0001564590-18-005853,bbi
35391,8192,ATLANTIC CITY ELECTRIC CO,10-K,2018-02-09,0001628280-18-001324,
35392,81955,RAND CAPITAL CORP,10-K,2018-03-08,0001193125-18-074224,rand
35393,819689,MICRON SOLUTIONS INC /DE/,10-K,2018-03-26,0000819689-18-000019,micr
35395,819793,ALBANY INTERNATIONAL CORP /DE/,10-K,2018-02-28,0000891092-18-001722,ain
35396,819913,HALLMARK FINANCIAL SERVICES INC,10-K,2018-03-14,0001144204-18-014644,hall
35397,820027,AMERIPRISE FINANCIAL INC,10-K,2018-02-23,0000820027-18-000008,amp
35398,820081,CAMBREX CORP,10-K,2018-02-08,0001437749-18-001987,
35399,82020,UNITED STATES LIME & MINERALS INC,10-K,2018-03-02,0001558370-18-001454,uslm
35400,820313,AMPHENOL CORP /DE/,10-K,2018-02-21,0001558370-18-000871,aph
35406,821026,"Andersons, Inc.",10-K,2018-02-26,0000821026-18-000009,ande
35407,821127,BOSTON PRIVATE FINANCIAL HOLDINGS INC,10-K,2018-02-28,0000821127-18-000044,bpfh
35408,821130,UNITED STATES CELLULAR CORP,10-K,2018-02-26,0000821130-18-000008,uzf
35409,821189,EOG RESOURCES INC,10-K,2018-02-27,0000821189-18-000012,eog
35410,821483,"PAR PACIFIC HOLDINGS, INC.",10-K,2018-03-12,0000821483-18-000017,parr
35411,82166,RAVEN INDUSTRIES INC,10-K,2018-03-23,0000082166-18-000022,ravn
35412,821995,JUNIPER PHARMACEUTICALS INC,10-K,2018-03-09,0001564590-18-005087,
35414,822411,"ImmunoCellular Therapeutics, Ltd.",10-K,2018-03-14,0000822411-18-000004,imucw
35415,822416,PULTEGROUP INC/MI/,10-K,2018-02-07,0000822416-18-000009,phm
35416,822662,FIDELITY SOUTHERN CORP,10-K,2018-03-16,0000822662-18-000021,
35417,822663,INTER PARFUMS INC,10-K,2018-03-13,0001615774-18-001852,ipar
35418,822818,CLEAN HARBORS INC,10-K,2018-02-28,0000822818-18-000006,clh
35419,823094,SOTHEBYS,10-K,2018-03-01,0000823094-18-000011,
35421,823768,WASTE MANAGEMENT INC,10-K,2018-02-15,0001558370-18-000716,wm
35422,824142,AAON INC,10-K,2018-02-27,0000824142-18-000021,aaon
35423,824410,SANDY SPRING BANCORP INC,10-K,2018-02-23,0000824410-18-000004,sasr
35424,825313,ALLIANCEBERNSTEIN HOLDING L.P.,10-K,2018-02-13,0000825313-18-000011,ab
35427,825788,DIVALL INSURED INCOME PROPERTIES 2 LIMITED PARTNERSHIP,10-K,2018-03-23,0001493152-18-003821,
35428,826154,ORRSTOWN FINANCIAL SERVICES INC,10-K,2018-03-09,0000826154-18-000056,orrf
35431,826675,DYNEX CAPITAL INC,10-K,2018-03-05,0000826675-18-000005,dx-pc
35432,827052,EDISON INTERNATIONAL,10-K,2018-02-22,0000827052-18-000046,eix
35434,827187,Sleep Number Corp,10-K,2018-02-27,0000827187-18-000009,snbr
35435,827809,NOVELION THERAPEUTICS INC.,10-K,2018-03-16,0000827809-18-000006,
35436,827871,"EAGLE PHARMACEUTICALS, INC.",10-K,2018-02-26,0000827871-18-000003,egrx
35437,827876,"CLEANSPARK, INC.",10-K,2018-01-16,0001663577-18-000019,clsk
35439,82811,REGAL BELOIT CORP,10-K,2018-02-27,0000082811-18-000011,rbc
35440,828146,INTERLINK ELECTRONICS INC,10-K,2018-03-15,0001558370-18-002144,link
35442,828916,WEINGARTEN REALTY INVESTORS /TX/,10-K,2018-02-28,0000828916-18-000015,wri
35443,828944,WSFS FINANCIAL CORP,10-K,2018-03-01,0001628280-18-002641,wsfs
35445,829323,"Inuvo, Inc.",10-K,2018-02-08,0000829323-18-000008,inuv
35446,830122,PICO HOLDINGS INC /NEW,10-K,2018-03-02,0000830122-18-000010,vwtr
35448,830616,"SCI Engineered Materials, Inc.",10-K,2018-02-01,0001144204-18-005146,scia
35449,830748,"PACIFIC OFFICE PROPERTIES TRUST, INC.",10-K,2018-03-12,0000830748-18-000004,
35450,831001,CITIGROUP INC,10-K,2018-02-23,0000831001-18-000040,mlpe
35451,831259,FREEPORT-MCMORAN INC,10-K,2018-02-20,0000831259-18-000008,fcx
35452,831547,SPECTRUM PHARMACEUTICALS INC,10-K,2018-03-07,0000831547-18-000015,sppi
35454,832101,IDEX CORP /DE/,10-K,2018-02-22,0000832101-18-000019,iex
35455,832428,E.W. SCRIPPS Co,10-K,2018-02-28,0000832428-18-000020,ssp
35456,83246,HSBC USA INC /MD/,10-K,2018-02-20,0000083246-18-000003,
35457,832480,UTG INC,10-K,2018-03-26,0000832480-18-000008,utgn
35459,832489,"GeoVax Labs, Inc.",10-K,2018-03-23,0001437749-18-005301,govxw
35460,833079,Meritage Homes CORP,10-K,2018-02-12,0000833079-18-000007,mth
35462,83350,RESERVE PETROLEUM CO,10-K,2018-03-29,0001437749-18-005798,rsrv
35463,833640,POWER INTEGRATIONS INC,10-K,2018-02-14,0000833640-18-000067,powi
35464,833795,HOMEFED CORP,10-K,2018-03-05,0000833795-18-000004,
35466,834285,REPUBLIC FIRST BANCORP INC,10-K,2018-03-14,0000950159-18-000099,frbk
35467,834365,BIOLIFE SOLUTIONS INC,10-K,2018-03-09,0001144204-18-013727,blfs
35468,835011,MGP INGREDIENTS INC,10-K,2018-03-01,0001628280-18-002578,mgpi
35469,835324,"Stock Yards Bancorp, Inc.",10-K,2018-03-13,0001437749-18-004523,sybt
35471,835887,PROGENICS PHARMACEUTICALS INC,10-K,2018-03-08,0001437749-18-004205,
35472,836147,MIDDLEFIELD BANC CORP,10-K,2018-03-07,0001437749-18-004103,mbcn
35475,836658,VOYA INSURANCE & ANNUITY Co,10-K,2018-03-16,0000836658-18-000034,
35479,837010,VOYA RETIREMENT INSURANCE & ANNUITY Co,10-K,2018-03-15,0000837010-18-000043,
35480,837465,CALLAWAY GOLF CO,10-K,2018-02-27,0000837465-18-000004,ely
35481,837852,"Seven Stars Cloud Group, Inc.",10-K,2018-03-30,0001144204-18-018076,idex
35482,838875,WILLAMETTE VALLEY VINEYARDS INC,10-K,2018-03-22,0001654954-18-002934,wvvip
35483,839470,"WESTWATER RESOURCES, INC.",10-K,2018-03-01,0001493152-18-002788,wwr
35484,840489,"FIRSTCASH, INC",10-K,2018-02-20,0000840489-18-000030,fcfs
35488,842162,LEAR CORP,10-K,2018-02-06,0000842162-18-000007,lea
35489,842183,RAMCO GERSHENSON PROPERTIES TRUST,10-K,2018-02-23,0000842183-18-000013,rpt-pd
35490,842295,TOR MINERALS INTERNATIONAL INC,10-K,2018-03-27,0001003297-18-000083,
35491,84246,RLI CORP,10-K,2018-02-23,0000084246-18-000011,rli
35492,842517,ISABELLA BANK Corp,10-K,2018-03-16,0000842517-18-000059,isba
35493,842518,EVANS BANCORP INC,10-K,2018-03-01,0000842518-18-000031,evbn
35494,842633,TRIMAS CORP,10-K,2018-02-27,0000842633-18-000010,trs
35495,843006,ISSUER DIRECT CORP,10-K,2018-03-01,0001654954-18-002057,isdr
35497,844059,"FRP HOLDINGS, INC.",10-K,2018-03-16,0000844059-18-000005,frph
35499,844856,Healthier Choices Management Corp.,10-K,2018-03-15,0001213900-18-002977,hcmc
35500,844965,TETRA TECHNOLOGIES INC,10-K,2018-03-05,0000844965-18-000004,tti
35501,845091,TRANSAMERICA ADVISORS LIFE INSURANCE Co,10-K,2018-03-29,0001564590-18-007157,
35502,845698,GRANT PARK FUTURES FUND LIMITED PARTNERSHIP,10-K,2018-03-05,0001558370-18-001474,
35503,845819,DALA PETROLEUM CORP.,10-K,2018-02-01,0001515971-18-000017,ktel
35504,845877,FEDERAL AGRICULTURAL MORTGAGE CORP,10-K,2018-03-08,0000845877-18-000017,agm-pg
35505,846475,ZYNEX INC,10-K,2018-02-28,0001144204-18-011824,zyxi
35506,846617,BRIDGE BANCORP INC,10-K,2018-03-09,0001144204-18-013931,dcomp
35507,846901,LAKELAND BANCORP INC,10-K,2018-02-28,0000846901-18-000005,lbai
35508,846913,"FUEL TECH, INC.",10-K,2018-03-12,0000846913-18-000031,ftek
35510,84748,ROGERS CORP,10-K,2018-02-28,0000084748-18-000007,rog
35511,84839,ROLLINS INC,10-K,2018-02-26,0000084839-18-000065,rol
35512,849145,Heritage Global Inc.,10-K,2018-03-13,0001564590-18-005463,hgbl
35517,849869,SILGAN HOLDINGS INC,10-K,2018-03-01,0000849869-18-000010,slgn
35518,850033,BP PRUDHOE BAY ROYALTY TRUST,10-K,2018-03-01,0001193125-18-066611,bpt
35519,850141,HORACE MANN EDUCATORS CORP /DE/,10-K,2018-03-01,0001628280-18-002567,hmn
35520,850209,"FOOT LOCKER, INC.",10-K,2018-03-29,0000850209-18-000004,fl
35521,850261,"Sorrento Therapeutics, Inc.",10-K,2018-03-16,0000850261-18-000013,srne
35522,850429,TREDEGAR CORP,10-K,2018-02-22,0000850429-18-000014,tg
35523,850460,ENCORE WIRE CORP,10-K,2018-02-26,0000850460-18-000008,wire
35524,8504,"EnerJex Resources, Inc.",10-K,2018-03-23,0001580695-18-000161,uavs
35525,851205,COGNEX CORP,10-K,2018-02-15,0000851205-18-000004,cgnx
35526,851310,HARMONIC INC,10-K,2018-03-05,0000851310-18-000017,hlit
35527,851520,EXPONENT INC,10-K,2018-02-23,0001144204-18-010563,expo
35530,851968,MOHAWK INDUSTRIES INC,10-K,2018-02-28,0000851968-18-000038,mhk
35531,852772,DENNYS CORP,10-K,2018-02-26,0000852772-18-000032,denn
35532,853496,INLAND LAND APPRECIATION FUND II LP,10-K,2018-03-15,0001193125-18-084004,
35533,853816,LANDSTAR SYSTEM INC,10-K,2018-02-23,0001193125-18-055528,lstr
35534,85408,ROWAN COMPANIES PLC,10-K,2018-02-28,0000085408-18-000039,
35535,854560,"GREAT SOUTHERN BANCORP, INC.",10-K,2018-03-06,0000927089-18-000121,gsbc
35538,855612,ZIX CORP,10-K,2018-03-07,0001564590-18-004646,zixi
35539,855654,IMMUNOGEN INC,10-K,2018-03-07,0001558370-18-001641,imgn
35540,855658,LATTICE SEMICONDUCTOR CORP,10-K,2018-03-14,0000855658-18-000027,lscc
35541,855874,COMMUNITY FINANCIAL CORP /MD/,10-K,2018-03-12,0001144204-18-014028,tcfc
35543,856982,MERIT MEDICAL SYSTEMS INC,10-K,2018-03-01,0000856982-18-000007,mmsi
35545,857737,"ICONIX BRAND GROUP, INC.",10-K,2018-03-14,0001564590-18-005651,icon
35546,857855,UNITED COMMUNITY BANKS INC,10-K,2018-02-27,0001144204-18-011220,ucbio
35548,858339,CAESARS ENTERTAINMENT Corp,10-K,2018-03-08,0000858339-18-000052,
35549,858470,CABOT OIL & GAS CORP,10-K,2018-03-01,0000858470-18-000006,cog
35551,858800,EMCLAIRE FINANCIAL CORP,10-K,2018-03-21,0001628280-18-003446,emcf
35553,859070,FIRST COMMUNITY BANCSHARES INC /NV/,10-K,2018-03-05,0001437749-18-003938,fcbc
35555,859222,"BAY BANCORP, INC.",10-K,2018-03-28,0001558370-18-002486,
35556,859598,SEACOR HOLDINGS INC /NEW/,10-K,2018-03-01,0000859598-18-000018,
35557,85961,RYDER SYSTEM INC,10-K,2018-02-20,0000085961-18-000035,r
35560,860413,FIRST INTERSTATE BANCSYSTEM INC,10-K,2018-02-28,0000860413-18-000029,fibk
35561,860543,"China Grand Resorts, Inc.",10-K,2018-01-17,0001477932-18-000286,jksm
35562,860543,"China Grand Resorts, Inc.",10-K,2018-02-14,0001477932-18-000863,jksm
35570,860546,CORPORATE OFFICE PROPERTIES TRUST,10-K,2018-02-16,0000860546-18-000013,ofc
35571,860730,"HCA Healthcare, Inc.",10-K,2018-02-23,0001193125-18-056057,hca
35572,860731,TYLER TECHNOLOGIES INC,10-K,2018-02-21,0000860731-18-000011,tyl
35573,860748,KEMPER Corp,10-K,2018-02-13,0000860748-18-000045,kmpr
35574,86115,SAFEGUARD SCIENTIFICS INC,10-K,2018-03-07,0000086115-18-000035,sfe
35575,861441,FUTURES PORTFOLIO FUND L.P.,10-K,2018-03-20,0001387131-18-001140,
35576,861459,GRANITE CONSTRUCTION INC,10-K,2018-02-16,0000861459-18-000008,gva
35577,861838,"IDERA PHARMACEUTICALS, INC.",10-K,2018-03-07,0001558370-18-001603,idra
35578,861842,CATHAY GENERAL BANCORP,10-K,2018-03-01,0001437749-18-003646,caty
35579,861878,STERICYCLE INC,10-K,2018-02-26,0001564590-18-003082,srcl
35580,861884,RELIANCE STEEL & ALUMINUM CO,10-K,2018-02-28,0001558370-18-001275,rs
35581,862022,HUGOTON ROYALTY TRUST,10-K,2018-03-12,0001193125-18-079412,hgtxu
35584,862692,CRYO CELL INTERNATIONAL INC,10-K,2018-02-28,0001193125-18-064199,ccel
35585,862831,FINANCIAL INSTITUTIONS INC,10-K,2018-03-14,0001193125-18-081603,fiiso
35586,863110,ARTESIAN RESOURCES CORP,10-K,2018-03-15,0000863110-18-000005,artnb
35587,86312,"TRAVELERS COMPANIES, INC.",10-K,2018-02-15,0001047469-18-000812,trv
35588,863436,BENCHMARK ELECTRONICS INC,10-K,2018-03-01,0000863436-18-000005,bhe
35589,863894,VERU INC.,10-K,2018-01-02,0001562762-17-000231,veru
35591,864240,SYPRIS SOLUTIONS INC,10-K,2018-03-20,0001437749-18-005023,sypr
35594,864749,TRIMBLE INC.,10-K,2018-02-27,0000864749-18-000010,trmb
35595,864839,"ROYALE ENERGY FUNDS, INC",10-K,2018-03-23,0001185185-18-000493,
35596,865058,NATIONAL SECURITY GROUP INC,10-K,2018-03-16,0000865058-18-000006,nsec
35597,86521,SAN DIEGO GAS & ELECTRIC CO,10-K,2018-02-27,0000086521-18-000019,
35598,865752,Monster Beverage Corp,10-K,2018-03-01,0001104659-18-014057,mnst
35599,866121,"ORBITAL ATK, INC.",10-K,2018-02-22,0000866121-18-000014,
35601,866368,PS BUSINESS PARKS INC/CA,10-K,2018-02-26,0000866368-18-000005,psb-pz
35603,866609,ION GEOPHYSICAL CORP,10-K,2018-02-08,0000866609-18-000006,io
35607,866829,HELIX ENERGY SOLUTIONS GROUP INC,10-K,2018-02-23,0000866829-18-000004,hlx
35609,867374,ELECTRONICS FOR IMAGING INC,10-K,2018-03-16,0001193125-18-084738,
35611,867665,ABRAXAS PETROLEUM CORP,10-K,2018-03-16,0000867665-18-000014,axas
35612,867773,SUNPOWER CORP,10-K,2018-02-15,0000867773-18-000016,spwr
35614,868082,EVERFLOW EASTERN PARTNERS LP,10-K,2018-03-27,0001437749-18-005524,
35615,868271,SEVERN BANCORP INC,10-K,2018-03-29,0001140361-18-015686,svbi
35616,868278,"ProPhase Labs, Inc.",10-K,2018-03-28,0001493152-18-004041,prph
35618,868671,GLACIER BANCORP INC,10-K,2018-02-22,0000868671-18-000020,gbci
35619,868780,"Dorman Products, Inc.",10-K,2018-02-27,0001564590-18-003466,dorm
35621,869495,DEEP WELL OIL & GAS INC,10-K,2018-03-08,0001213900-18-002720,dwog
35625,870385,CAROLINA FINANCIAL CORP,10-K,2018-03-16,0001552781-18-000109,
35626,87047,SB PARTNERS,10-K,2018-03-28,0001437749-18-005707,
35627,87050,"Neonode, Inc",10-K,2018-03-08,0001213900-18-002697,neon
35628,871763,ManpowerGroup Inc.,10-K,2018-02-23,0000871763-18-000070,man
35629,872248,PETROQUEST ENERGY INC,10-K,2018-03-08,0000872248-18-000014,
35630,872589,REGENERON PHARMACEUTICALS INC,10-K,2018-02-08,0001532176-18-000013,regn
35631,872912,"DELCATH SYSTEMS, INC.",10-K,2018-03-16,0001564590-18-005963,dcth
35632,873044,RADISYS CORP,10-K,2018-02-28,0000873044-18-000025,
35633,873303,"Sarepta Therapeutics, Inc.",10-K,2018-03-01,0001564590-18-004107,srpt
35634,87347,SCHLUMBERGER LIMITED/NV,10-K,2018-01-24,0001564590-18-000821,slb
35635,873799,MORGAN STANLEY SMITH BARNEY SPECTRUM SELECT LP,10-K,2018-03-28,0001193125-18-099028,
35636,873860,OCWEN FINANCIAL CORP,10-K,2018-02-28,0001628280-18-002495,ocn
35637,874015,IONIS PHARMACEUTICALS INC,10-K,2018-02-28,0000874015-18-000047,ions
35638,874238,STERLING CONSTRUCTION CO INC,10-K,2018-03-06,0000874238-18-000022,strl
35640,874396,"LIFETIME BRANDS, INC",10-K,2018-03-16,0001193125-18-086046,lcut
35641,874499,GULFPORT ENERGY CORP,10-K,2018-02-22,0001628280-18-002041,gporq
35642,874501,AMBAC FINANCIAL GROUP INC,10-K,2018-02-28,0000874501-18-000027,ambc-wt
35644,874716,IDEXX LABORATORIES INC /DE,10-K,2018-02-16,0000874716-18-000005,idxx
35645,874761,AES CORP,10-K,2018-02-27,0000874761-18-000014,ipwlp
35646,874766,HARTFORD FINANCIAL SERVICES GROUP INC/DE,10-K,2018-02-23,0000874766-18-000011,hgh
35648,874977,State Auto Financial CORP,10-K,2018-02-28,0000874977-18-000012,stfc
35649,875045,BIOGEN INC.,10-K,2018-02-01,0000875045-18-000005,biib
